col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23
167732,남서울대학교 창업보육센터 입주기업 모집(천안소재),시설ㆍ공간ㆍ보육,충청남도,일반기업,전체,2024-02-22 ~ 2024-03-31 12:00,"예비창업자, 1년미만, 2년미만, 3년미만, 5년미만, 7년미만",남서울대학교산학협력단,교육기관,창업보육센터, 공고 제 2024-001호,남서울대학교 창업보육센터 입주기업 모집을 다음과 같이 공고하오니 입주를 희망하는 기업은 안내에 따라 신청하시기 바랍니다.,2024년 2월 22일,남서울대학교 산학협력단,2024.02.22(목) 09:00 ~ 2024.03.31(일) 12:00 까지,"충청남도 천안시 성환읍 대학로 91, 지식정보관 405호 창업보육센터","[31020] 남서울대학교 창업보육센터 &#40;충청남도 천안시 성환읍 대학로 91, 지식정보관 405호&#41;",,,입주 신청서류 제출 전 유선 문의 부탁드립니다.,예비창업자 및 창업 7년미만 기업 (3년 초과 ~ 7년미만 기업은 유선 상담 필요),"- 중소기업창업 지원법 시행령 제4조에 해당하는 경우
- 소음, 진동, 폐수 등 공해 유발업종이나 제한 업종
- 건축법 시행령 제3조의5 [별표1]의 제1종 근린생활시설이 아니므로 의료기기법 제17조 및 식품위생법 제37조에   따른 의료기기 판매업신고 및 식품 영업허가 불가
- 도소매, 금융 및 보험업, 부동산업, 교육 서비스업, 사회 서비스업 등 보육센터 입주 불가 업종 "
167753,동국대학교 BMC창업보육센터(고양) 신규 입주기업 모집(2024년 3차),시설ㆍ공간ㆍ보육,경기도,"대학생, 일반인, 대학, 연구기관, 일반기업, 1인 창조기업","만 20세 이상 ~ 만 39세 이하, 만 40세 이상",2024-03-06 ~ 2024-03-12 18:00,"예비창업자, 7년미만",동국대학교 BMC창업보육센터,교육기관,BMC창업보육센터,공고 제2024-3호,"동국대학교 BMC창업보육센터에서는 동국 블루칩으로써 성장과 발전을 함께 도모할 (예비)창업기업을 발굴 및 육성하기 위해 신규 입주기업 모집 공고를 진행하오니
입주를 희망하는 기업은 아래 공고를 참고하여 신청해주시기 바랍니다.",2024년 2월 20일,동국대학교 BMC창업보육센터,2024.03.06(수) 00:00 ~ 2024.03.12(화) 18:00 까지,,,,,,"○ 우수한 기술 또는 아이템을 보유한 예비창업자 또는 창업 7년 이내 초기 창업기업
- 공고일 기준이며, 예비창업자는 입주 후 3개월 이내 사업자 등록 가능자
○ 입주 확정 시, 본점 소재지를 창업보육센터로 이전 가능한 기업
- 단, 사업자의 시설을 활용하거나 공동연구를 위해 기업부설연구소 또는 연구개발전담부서(지사)가 입주하는 경우는 본사가 입주한 것으로 간주한다.",
167752,2024년 민관협력 오픈이노베이션 지원사업 주관기관 추가 모집,행사ㆍ네트워크,전국,일반기업,전체,2024-02-22 ~ 2024-03-06 16:00,전체,창업진흥원,공공기관,민관협력창업실,중소벤처기업부 공고 제2024-121호,기업-스타트업 간 호혜적 협업이 가능한 민관협력의 오픈이노베이션 생태계 구축과 스타트업 주도의 생태계 활성화를 위한 민관협력 오픈이노베이션 지원사업 (Top-Down / Bottom-Up) 주관기관을 다음과 같이 추가 모집 공고합니다.,2024년 2월 22일,중소벤처기업부 장관,2024.02.22(목) 09:00 ~ 2024.03.06(수) 16:00 까지,,,,https://www.k-startup.go.kr/web/contents/webPMSBizUnvs.do?returnUrl=/screen/BMO0101M01?pbancId=0574401,,"전국 17개 창경센터 中, '24년 민관협력 오픈이노베이션 Top-Down, Bottom-Up 트랙 운영을 희망하는 기관",제외대상 세부내용은 첨부된 모집공고 필히 참조
167748,2024년 제1차 정보보호 클러스터 신규 입주기업 수시모집 공고,시설ㆍ공간ㆍ보육,전국,"연구기관, 일반기업",전체,2024-02-21 ~ 2024-03-15 14:00,전체,한국정보보호산업협회,공공기관,성장지원팀,,"과학기술정보통신부와 한국인터넷진흥원 및 한국정보보호산업협회는 국내 정보보호 스타트업의 성장 전주기 지원 및 정보보호 산업의 협업을 위한 거점으로 경기도 판교 제2테크노밸리에 정보보호 클러스터를 운영하고 있으며 아래와 같이 정보보호 클러스터 입주기업을 추가 모집하오니, 국내 정보보호 스타트업의 많은 관심과 지원 바랍니다.",2024년 2월 21일,한국정보보호산업협회,2024.02.21(수) 13:00 ~ 2024.03.15(금) 14:00 까지,,,,,,"- 정보보호 스타트업
- 임대차 계약서 기준 사업을 개시한 날부터 10년 이내 정보보호기업*
* ‘국내 정보보호산업 실태조사(과기부·KISIA)’에서 정의하는 정보보호 기업 분류 범위에 속하며 정보보호 관련 사업 모델 또는 최소기능제품(MVP, Minimum Viable Product)를 보유한 기업",
167712,2024년 IP-C&;D전략지원 사업 지원기업 모집 공고,사업화,전국,"연구기관, 일반기업, 1인 창조기업",전체,2024-02-19 ~ 2024-03-05 16:00,"1년미만, 2년미만, 3년미만, 5년미만, 7년미만, 10년미만",한국발명진흥회,공공기관,지식재산사업화실,"특허청 공고 제2024 - 51, 53, 54호","중소기업의 경쟁력 강화 및 사업화 촉진을 위해 보유 IP의 제품화 관련 맞춤형 통합 솔루션을 제공하는「2024년 IP-C&;D전략지원 사업」을 다음과 같이 공고합니다.
   * 특허청 단독형 / 부산시 협업형 / 성남시 협업형 각각 별도의 공고이므로 신청대상에 해당할 경우 중복신청 가능.",2024년 2월 19일,한국발명진흥회,2024.02.19(월) 09:00 ~ 2024.03.05(화) 16:00 까지,,,,https://www.kipa.org/kipa/ip001/kw_business_0504.jsp,,"등록된(전용실시권 포함) 특허, 실용신안, 디자인 중 1건 이상을 보유한 중소기업
 * 세부내용은 공고문 참고","1. 지식재산권(특허, 디자인, 실용신안) 등록원부 상의 최종권리자가 사업을 신청한 법인명의로 되어있어있지 않으면 제외.
    단, 개인기업인 경우 신청기업의 대표자 명의의 지식재산권(특허,  실용신안, 디자인)도 인정

2. 중소기업현황 정보시스템(http://sminfo.mss.go.kr)에서 중소기업 증빙서류 발급 불가하면 제외"
167687,2024년 세종 브릿지-온(오픈이노베이션) 프로그램 참여 스타트업 모집공고,사업화,전국,전체,전체,2024-02-15 ~ 2024-03-18 23:59,"예비창업자, 1년미만, 2년미만, 3년미만, 5년미만, 7년미만",세종창조경제혁신센터,공공기관,투자전략팀,제2024–5호,"  세종창조경제혁신센터는 대‧중견기업과 스타트업의 협업 프로젝트를 통한 혁신성장을 도모하기 위하여 2024년 세종 브릿지-온(오픈이노베이션) 프로그램에 참여할 스타트업을 다음과 같이 모집하오니 많은 관심과 참여를 바랍니다.
",2024년 2월 15일,(재)세종창조경제혁신센터장,2024.02.15(목) 18:00 ~ 2024.03.18(월) 23:59 까지,,,,,,"창업 후 7년 미만 기술창업기업(아래요건 중 2개 모두 해당기업)
- 新기술·서비스를 보유(기술성숙도 TRL 6단계 이상)하고 대·중견기업의 수요기술 해결과 실증자원 활용에 관한 실증 수요가 있는 기업
- 세종 소재 기업(공고일 기준 세종 소재지의 창업 7년 이내 기업)
   ※ 관외기업의 경우 협약체결 이후 1년 이내에 세종으로 사업장(본사, 연구소, 지점,    공장)을 이전 하는 조건으로 지원 가능
   ※ 지원 예산 없이 자부담으로 실증을 신청하는 경우 관외, 창업 7년 이상 기업도 가능
",
167757,2024 롯데벤처스 L-CAMP 12기 &; 부산 6기 참여기업 모집,멘토링ㆍ컨설팅ㆍ교육,전국,전체,전체,2024-02-16 ~ 2024-03-16 00:00,전체,(주)에이씨엔디씨,민간,액셀러레이팅 1팀,,롯데벤처스와 혁신을 향해 도약할 확신의 유니콘상을 찾습니다!,2024년 2월 16일,롯데벤처스,2024.02.16(금) 00:00 ~ 2024.03.16(토) 00:00 까지,,,,https://forms.gle/nEjVmq8T7CaSL7TR7,,롯데벤처스와 혁신을 향해 도약할 스타트업,개인사업자 참여 불가
167751,2024년 제1차 에너지혁신벤처 투자IR 심화교육 참가모집 안내,멘토링ㆍ컨설팅ㆍ교육,전국,"일반기업, 1인 창조기업",전체,2024-02-20 ~ 2024-03-05 23:59,"1년미만, 2년미만, 3년미만, 5년미만, 7년미만, 10년미만",한국에너지기술평가원,공공기관,기술사업화실,,2024년 제1차 에너지혁신벤처 투자IR 심화교육 참가모집을 다음과 같이 공고하오니 참여를 희망하는 분들께서는 안내 따라 신청하기 바랍니다.,2024년 2월 20일,한국에너지기술평가원,2024.02.20(화) 09:00 ~ 2024.03.05(화) 23:59 까지,,,,,,에너지혁신벤처 현업 종사자,
167763,2024년 디자인-기술 협업 인력지원사업 기업 모집 공고,인력,전국,"일반기업, 1인 창조기업",전체,2024-02-20 ~ 2024-03-22 17:00,"1년미만, 2년미만, 3년미만, 5년미만, 7년미만, 10년미만",한국디자인진흥원,공공기관,산업육성실 동반성장팀,한국디자인진흥원 공고 제2024-14호,"산업통상자원부와 한국디자인진흥원은 창업·중소·중견기업에 전문 디자이너의 채용과 인건비를 지원함으로써 기업의 디자인 경쟁력을 강화하고 일자리를 창출하고자 '디자인-기술 협업 인력지원사업'을 추진하고 있습니다. 이에 디자이너 채용 계획 및 의지가 높은 창업·중소·중견기업을 모집하오니, 절차에 따라 신청해 주시기 바랍니다.",2024년 2월 20일,한국디자인진흥원,2024.02.20(화) 17:00 ~ 2024.03.22(금) 17:00 까지,,,,https://job.kidp.or.kr/,,디자인 투자 시 발전 가능성이 높은 창업 · 중소 · 중견 기업,"◦ 최근 2년 연속(’22-’23년) 동 사업 수혜 기업
◦ 기업의 부도 및 세무당국에 의하여 국세, 지방세 등의 체납 처분을 받은 경우
◦ 민사집행법에 기하여 채무불이행자명부에 등재되거나, 은행연합회 등 신용정보 집중 기관에 채무불이행자로 등록된 경우
◦ 파산ㆍ회생절차ㆍ개인회생절차의 개시 신청이 이루어진 경우
◦ 최근 2년 결산 재무제표상 부채비율이 연속 500% 이상인 기업 또는 유동비율이 연속 50% 이하 기업 및 최근 결산 기준 자본전액잠식 기업
◦ 외부감사 기업은 최근년도 결산감사의견이 “의견거절” 또는 “부적정”
◦ 디자인인력지원사업 기존 참여기업 중 협약사항 미이행 기업
◦ 기업신청서 등 제출서류 내용이 불성실하거나 거짓인 경우
◦ 평가위원회에서 기타 부적격 의견 등의 사유 발생 시 제외"
167764,[한국중소기업발전협회] 제26회 초기 창업기업 벤처인증 지원사업 설명회,멘토링ㆍ컨설팅ㆍ교육,전국,"대학생, 일반인, 대학, 연구기관, 일반기업, 1인 창조기업",전체,2024-02-23 ~ 2024-03-01 17:00,"1년미만, 2년미만, 3년미만, 5년미만, 7년미만, 10년미만",(사)한국중소기업발전협회,민간,경영지원,공문 제2024-0039호,"혁신형 기술 아이디어를 가진 초기 창업기업에게 벤처인증 전략을 제공하고자 제26회 초기 창업기업 벤처인증 지원사업 설명회를 다음과 같이 공고하오니,
사업에 참여하고자 하는 대표님께서는 안내에 따라 신청하시기 바랍니다",2024년 2월 21일,한국중소기업발전협회,2024.02.23(금) 00:00 ~ 2024.03.01(금) 17:00 까지,,,,,,"1) 초기 창업기업 (창업 3년 이내)
2) 한국중소기업발전협회 회원가입 기업 (홈페이지 무료가입)",
167744,(충남서부) 2024년 중소기업 IP(지식재산) 바로지원 사업 모집공고(1차),사업화,충청남도,"일반기업, 1인 창조기업",전체,2024-02-05 ~ 2024-03-04 23:50,전체,서산상공회의소,공공기관,충남서부지식재산센터,공고 제2호,"충남서부지역(서산, 태안, 당진, 홍성, 보령, 서천)의 2024년 중소기업 IP(지식재산) 바로지원 사업을 다음과 같이 공고하오니 참여를 희망하는 기업은 안내 따라 신청하기 바랍니다.",2024년 2월 20일,충남서부지식재산센터,2024.02.05(월) 09:00 ~ 2024.03.04(월) 23:50 까지,,,,https://pms.ripc.org/pms/biz/applicant/notice/info.do?noticeSeq=1765&amp;bizYear=2024,,"- 충남서부지역(서산, 태안, 당진, 홍성, 보령, 서천)의 중소기업",
167737,2024 소상공인을 위한 ESG 경영 트렌드 &; SNS마케팅 세미나 수강생 모집,창업교육,전국,"대학생, 일반인, 대학, 연구기관, 일반기업, 1인 창조기업","만 20세 이상 ~ 만 39세 이하, 만 40세 이상",2024-02-19 ~ 2024-02-27 12:59,전체,한국마케팅전문가협회,민간,한국마케팅전문가협회,,2024 소상공인을 위한 ESG 경영 트렌드 &; SNS마케팅 세미나 수강생 모집 합니다.,2024년 2월 19일,한국마케팅전문가협회,2024.02.19(월) 00:00 ~ 2024.02.27(화) 12:59 까지,,,,https://forms.gle/3bzWpnAbBZGR5R1B8,,"중소기업, 스타트업, 소상공인 참석가능",
167760,2024년 울주 청년창업아카데미 사업 창업 발굴 육성 지원 참가기업 모집 공고,사업화,울산광역시,"청소년, 대학생, 일반인, 대학","만 20세 미만, 만 20세 이상 ~ 만 39세 이하",2024-02-05 ~ 2024-02-29 18:00,3년미만,재단법인 울산경제일자리진흥원,공공기관,창업지원부 청년창업팀,울산경제일자리진흥원 제2024 – 12호,창업기업 발굴을 통한 울주군 지역 창업 저변 확대를 목적으로 하는 울주 청년창업아카데미 사업 창업 발굴 육성 지원에 참가할 청년창업기업을 모집하오니 많은 참여 바랍니다.,2024년 2월 5일,(재)울산경제일자리진흥원장,2024.02.05(월) 09:00 ~ 2024.02.29(목) 18:00 까지,,,,,," ○ 신청자격 : 아래 요건을 모두 충족해야 함
    ① 18세 이상 39세 이하인 청년 ※ 신청일 기준 만 나이와 무관(1984.1.1. ~ 2006.12.31.)
    ② 창업 1년 이상 3년 이하인 자로 울주군 내 사업자등록되어 있는 자 또는 이전 예정자
       ※ 사업자등록증 상 개업일이 2021.1.1. ~ 2022.12.31.인 기업
       ※ 울주군 이외의 사업자의 경우 협약 1개월 이내 울주군내 이전 완료 의무(울산 이전 후 사업비 사용 가능)
       ※ 2023 울주 청년창업아카데미 사업 창업아이디어 경진대회 대상 수상자가 사업 참가 시(이전조건) 자동 선정 및 중간평가 시 A등급 부여
       ※ 창업기준 ▶ 붙임2 창업여부 및 창업업력 기준표 참조."," ‧ 금융기관 등으로부터 채무불이행으로 규제중인 기업
 ‧ 국세 또는 지방세 체납으로 규제중인 기업
 ‧ 타 창업사업화지원사업, 창업지원사업 수행 중인 기업
 ‧ 신청일 현재 휴업 중인 기업
 ‧ 중소기업창업지원법 상 지원제외 대상업종을 영위 또는 영위하고자 하는 자 (기업)
 ‧ 2021~2023년 울주 청년창업아카데미 수료 기업"
167765,2023년 경북대학교 「초기창업패키지」 달구벌 이커머스업(라이브 쇼핑Ⅱ) 참가기업 모집,사업화,전국,일반기업,전체,2024-02-19 ~ 2024-03-04 10:00,3년미만,경북대학교 창업지원단,교육기관,경북대학교 창업지원단,," 창업기업의 창업아이템 유통 판로 개척을 지원하고 소비자 대상 B2C 판매 
촉진을 지원하기 위해 고객과 창업자와의 온라인 밋업을 지원하는 달구벌 
이커머스업 라이브쇼핑Ⅱ 참가할 참가기업을 모집하오니 많은 참여바랍니다. 
",2024년 2월 19일,경북대학교 창업지원단,2024.02.19(월) 09:00 ~ 2024.03.04(월) 10:00 까지,,,,,," ◦ (필수자격 1) 2023년 초기창업패키지 선정기업 

 ◦ (필수자격 2) 공고일 현재 라이브쇼핑 시연 및 생방송 판매가 가능한 제품을 보유한 창업기업 

 ◦ 공고일 현재 네이버 스마트스토어 새싹등급 이상인 창업기업 
    ※ 네이버 스마트스토어가 없을시, 판매하는 상품의 판매관련 상세페이지 등은 있어야 함 "," ※ 신청 및 선정 제외대상
   ① 공고내용과 목적에 부적합한 과제
   ② 접수 마감일 현재 정부기관으로부터 사업 제재 중인 자 또는 기업 
   ③ 금융기관 등으로부터 채무불이행으로 규제 중인 자 또는 기업
   ④ 프로그램 공고일 현재 휴·폐업 중인 기업
   ⑤ 기타 본 프로그램에 부합하지 않다고 판단되는 경우 추후 참가 해지될 수 있음
"
167761,2024년 제1기 IP디딤돌 프로그램 예비창업자 교육생 모집 공고(특허 출원 지원),멘토링ㆍ컨설팅ㆍ교육,부산광역시,전체,전체,2024-02-21 ~ 2024-03-20 18:00,예비창업자,한국발명진흥회 부산지부,공공기관,부산지식재산센터,,"부산지식재산센터에서는 예비창업자의 창조적 아이디어를 발굴하고 이를 전문가(변리사, 창업컨설턴트)와 함께 사업아이템으로 도출하고 지식재산을 창출하여 창업 및 사업화를 유도하기 위한 「IP디딤돌 프로그램」을 운영하고자 하오니, 많은 관심과 참여바랍니다.",2024년 2월 21일,부산지식재산센터,2024.02.21(수) 11:00 ~ 2024.03.20(수) 18:00 까지,,,,,,부산지역 소재 예비창업자 20명(선착순),
167768,서초구 방배동 1인 창조기업 지원센터 입주기업 1~3인실 수시모집,시설ㆍ공간ㆍ보육,전국,1인 창조기업,전체,2024-02-23 ~ 2024-02-29 16:00,"예비창업자, 7년미만",(주)오퍼스이앤씨,민간,경영지원팀,,"(주)오퍼스이앤씨는 업력 13년차 1인창조기업지원센터입니다. 18년 6월, 서울권역 1인창조기업지원센터 거점센터로 지정되었으며 2019년부터 「1인창조기업 마케팅 지원사업」의 주관기관으로서 1인창조기업의 사업화를 적극 지원하고자 하오니 많은 관심과 참여바랍니다.
감사합니다.",2024년 2월 23일,㈜오퍼스이앤씨 센터장,2024.02.23(금) 10:00 ~ 2024.02.29(목) 16:00 까지,"서울시 서초구 방배로93, 보령빌딩 3층 &#40;주&#41;오퍼스이앤씨",,,,,"창업 7년 이내 기업으로 1인 창조기업 정회원이신 분
※ K-Startup 1인 창조기업 정회원 승인을 받으셔야 입주가 가능한 점 양해 바랍니다.
※ 건강보험 유형이 직장가입자의 경우 입주가 어렵습니다.
※ 예비창업자의 경우 입주 후 3개월 이내 사업자를 등록하셔야 합니다","- 창업개시일로부터 1개월 이내 직원을 채용한 기업
- K-Startup 1인 창조기업 정회원 승인을 받지 못한 기업
- 입주자의 건강보험 가입 유형이 '직장가입자'(타직장) 인 경우"
167759,2024년 울주 청년창업아카데미 사업 창업 성장 지원 참가기업 모집 공고,사업화,울산광역시,"청소년, 대학생, 일반인, 대학","만 20세 미만, 만 20세 이상 ~ 만 39세 이하",2024-02-05 ~ 2024-02-29 18:00,5년미만,재단법인 울산경제일자리진흥원,공공기관,창업지원부(청년창업팀),울산경제일자리진흥원 제2024 – 13호,"성장기 창업기업에 대한 안정적인 발전 기반 구축을 목적으로 하는 울주 청년창업아카데미 사업의 창업 성장 지원에 참가할 창업기업을 모집하오니 많은 참여 바랍니다.
",2024년 2월 5일,(재)울산경제일자리진흥원장,2024.02.05(월) 09:00 ~ 2024.02.29(목) 18:00 까지,,,,,,"  ○ 신청자격 : 아래 요건을 모두 충족해야 함
① 18세 이상 39세 이하인 청년 ※ 신청일 기준 만 나이와 무관(1984.1.1. ~ 2006.12.31.)
② 울주군 소재 창업 1년 이상 5년 이하 창업기업
       ※ 사업자등록증 상 개업일이 2019.1.1. ~ 2022.12.31.인 기업
       ※ 창업기준 ▶ 붙임2 창업여부 및 창업업력 기준표 참조","‧ 금융기관 등으로부터 채무불이행으로 규제중인 기업
‧ 국세 또는 지방세 체납으로 규제중인 기업)
‧ 타 창업사업화지원사업, 창업지원사업 수행 중인 기업
‧ 신청일 현재 휴업 중인 기업
‧ 중소기업창업지원법 상 지원제외 대상업종을 영위 또는 영위하고자 하는 자 (기업)"
167762,2024 롯데벤처스 미래식:단 4기 참여기업 모집,멘토링ㆍ컨설팅ㆍ교육,전국,전체,전체,2024-02-16 ~ 2024-03-16 00:00,전체,(주)에이씨엔디씨,민간,액셀러레이팅 1팀,,롯데벤처스와 함께 미래의 식탁을 혁신할 푸드테크 스타트업을 찾습니다!,2024년 2월 16일,롯데벤처스,2024.02.16(금) 00:00 ~ 2024.03.16(토) 00:00 까지,,,,https://forms.gle/e446USApno429hWFA,,롯데벤처스와 함께 미래의 식탁을 혁신할 푸드테크 스타트업,개인사업자 참여 불가
167770,[ 모집 ] 창업지원센터 업무공간 및 키워드 마케팅이 필요한 기업 모집,시설ㆍ공간ㆍ보육,전국,전체,전체,2024-02-15 ~ 2024-02-22 15:00,전체,더이노베이터,민간,창업지원부,,"InnoWork 창조기업 지원센터에서 우수한 창업 기업을 모집하고 있습니다.

예배창업패키지, 초기창업패키지, 재도전창업 패키지 선정기업도 신청이 가능합니다.

최근 투자유치 자금 시장이 많이 어려운 관계로 창업기업의 어려움에 동참하고자 우수팀에는 소정의 지분으로 

일정기간에 대하여 업무공간 비용을 무상으로 지원해 드리고 있습니다!

우수하고 참신한 사업아이템과 도전정신으로 창업을 희망하는 (예비)창업가를 적극 지원하고자 하오니 많은 관심과 지원 바랍니다.

이노워크에서는 20년 이상의 사업 경험이 있는 멘토에게 사업의 방향과 비즈니스 모델에 대한 조언과 자문,

사업경험이 풍부한 멘토의 사업 전략 멘토링 자문을 직접 받을 수 있어서 매우 큰 도움을 받을 수 있습니다.

사업성과 매출이 높은 입주 기업에 대해서는 심사를 거쳐 구글 키워드 광고 3000만원,

서버 및 클라우드 1000만원 내외 등의 입주기업을 대상으로 사업계획서 심사후 사업비용에 대한 현물투자도 진행하고 있습니다.

입주 심사후 우수 기업은 약정 기간에 따라  1개월 ~ 3개월의 사무실의 무상 입주기간 지원이 가능할 수 있습니다.

G Suite, AWS, MS Azure, Adobe, MS Office 365 등을 센터를 통하여 이용하는 기업의 경우 비용 지원 프로그램을 통해 부담을 낮춰드립니다.
",2024년 2월 15일,이노워크센터,2024.02.15(목) 17:00 ~ 2024.02.22(목) 15:00 까지,,,,http://synapoffice.com/@9f83S,,"투자유치 자금 시장의 어려움으로 공간 비용 절감을 통해 어려움의 극복이 필요한 기업

우수 창업 기업으로 초기 기간 무상 업무 공간 지원이 필요한 기업",
167672,2024년 전주시여성재도전사관학교 여성 예비(기) 창업자 모집,사업화,전라북도,일반인,"만 20세 이상 ~ 만 39세 이하, 만 40세 이상",2024-02-15 ~ 2024-02-28 18:00,"예비창업자, 1년미만, 2년미만, 3년미만",전주여성인력개발센터,지자체,교육팀,공고 제 2024-1호,전주시 여성재도전사관학교에서는 우수한 창업 아이템을 보유하고 창업에 대한 열정을 가진 여성 예비(기) 창업자를 다음과 같이 모집하오니 관심 있는 분들의 많은 신청 바랍니다.,2014년 2월 14일,전주여성인력개발센터,2024.02.15(목) 13:00 ~ 2024.02.28(수) 18:00 까지,전주시 완산구 장승배기로 213 &#40;평화동 1가&#41; 4층,,,,,창업 아이디어를 보유한 여성 예비(기) 창업자(전주시 소재 거주  또는 사업장 소재지가 전주인 여성 창업자),
167775,[모집] 시제품 제작 전문가 양성 교육 - 3D프린터운용기능사 2회(필기) 대비 교육생 모집,창업교육,서울특별시,전체,전체,2024-02-22 ~ 2024-03-08 23:59,전체,광운대학교산학협력단,교육기관,강북청년창업마루,,"강북청년창업마루는 3D프린터운용기능사 자격증 과정 교육을 제공함으로써
해당 자격증과 관련된 창업 또는 취업에 도움을 드리고자 하오니,
3D프린터운용기능사 자격증 취득을 희망하거나 3D프린터를 활용한 창업에 관심 있는
(예비)창업자 및 취업준비생 분들의 많은 참여 바랍니다.",2024년 2월 22일,강북청년창업마루,2024.02.22(목) 00:00 ~ 2024.03.08(금) 23:59 까지,,,,https://www.gbmaru.com/center/notice.php?admin_mode=read&amp;no=20571&amp;sub=1,,"1) 3D프린터운용기능사 자격증 취득에 응시 예정인 자
2) 3D프린터를 활용한 창업에 관심 있는 예비창업자, 기창업자, 창업희망자",
167777,2024년 성남창업경연대회(도전!S-스타트업) 참여기업 모집 공고,사업화,전국,"대학생, 일반인, 일반기업, 1인 창조기업","만 20세 이상 ~ 만 39세 이하, 만 40세 이상",2024-02-22 ~ 2024-03-12 17:00,"예비창업자, 1년미만, 2년미만, 3년미만",성남산업진흥원,공공기관,창업성장부,,관내외 우수 창업 아이템을 보유한 예비창업자 및 창업기업을 발굴하고 성장지원하는 2024년 「성남창업경연대회(도전! S-스타트업)」를  다음과 같이 개최하오니 많은 관심과 참여 바랍니다.,2024년 2월 22일,성남산업진흥원,2024.02.22(목) 12:00 ~ 2024.03.12(화) 17:00 까지,,,,https://m.site.naver.com/1jk1q,,"- 모집대상 : 예비창업자 및 (공고일 기준) 창업 3년 이내 기업
- 관외기업 지원조건 : 선정 후  5개월 이내 성남시로 사업자등록 이전","- 국세/지방세 등 세금 체납 개인(기업)
- 정부 및 타기관의 창업경연(경진)대회 선정기업
- 사업자등록증 기준  '부동산업', '임대업' 업태
- 정부 창업지원사업(초기창업패키지 등) 참여기업은 신청가능하나 동일내용(과제 추진내용, 범위 등)으로 참여불가       "
167776,[스파크랩] 2024 ICT 이노베이션스퀘어 확산 사업 (동남권) 청년 스타트업 모집 (~03.26),사업화,전국,"청소년, 대학생, 일반인, 대학, 연구기관, 일반기업",만 20세 이상 ~ 만 39세 이하,2024-02-22 ~ 2024-03-26 23:59,7년미만,스파크랩,민간,스파크랩,,"초기 스타트업 전문 액셀러레이터 스파크랩에서 부산, 울산, 경남 지역의 설립 7년 이내 ICT분야 청년 스타트업을 모집합니다. 
사업화 자금(최대 9천만원) 지원 및 약 6개월간 진행되는 기업별 1:1 맞춤형 액셀러레이팅 프로그램을 제공하오니 많은 관심과 신청바랍니다.",2024년 2월 22일,(주)스파크랩,2024.02.22(목) 10:00 ~ 2024.03.26(화) 23:59 까지,,,,https://event-us.kr/sparklabs-demoday12/event/78473,,"① 부산, 울산, 경남 지역 내 ICT 분야 설립 7년 미만 청년 스타트업 (공고일 기준 만 39세 이하 청년)
② 정식 등록된 AC, VC 추천 기업 시 우대사항
",
167780,[중앙대 캠퍼스타운]입주기업 선발 창업경진대회 모집 공고,시설ㆍ공간ㆍ보육,서울특별시,전체,만 20세 이상 ~ 만 39세 이하,2024-02-23 ~ 2024-03-17 23:59,"예비창업자, 3년미만",중앙대학교 캠퍼스타운추진단,교육기관,중앙대학교 캠퍼스타운추진단,,중앙대학교 캠퍼스타운에서는 창의적이고 혁신적인 아이디어를 갖춘 예비창업자 및 초기창업기업을 발굴하여 입주공간 제공 및 집중 보육을 통해 성장할 수 있도록 지원하오니 참여를 희망하는 창업팀은 안내에 따라 신청하기 바랍니다. ,2024년 2월 23일,중앙대학교 캠퍼스타운추진단,2024.02.23(금) 00:00 ~ 2024.03.17(일) 23:59 까지,,,,,,"(지원자격)
대표자 나이가 만 39세 이하이면서, 우수한 사업 아이템 및 사업수행역량을 보유한 예비창업자 
대표자 나이가 만 39세 이하이면서, 3년 미만 청년창업기업
※ 대표 또는 팀원 중 최소 1인이 동작구 거주자 또는 중앙대학교 학(원)생의 경우만 지원 가능","중앙대 캠퍼스타운추진단 주최 창업경진대회에서 수상이력이 있는 창업팀이 동일한 아이템으로 신청 불가
타 대학 캠퍼스타운 사업 지원을 받고 있는 경우 신청 불가(신청일 기준)
대표자가 만 40세 이상인 기업일 경우 신청 불가"
167755,2024년 광주 IP(지식재산)디딤돌 IP창업존 49기(24년 1기)모집 공고,멘토링ㆍ컨설팅ㆍ교육,광주광역시,전체,전체,2024-02-20 ~ 2024-03-15 18:00,예비창업자,한국발명진흥회 광주지부,공공기관,광주지식재산센터,공고 2024-09호,"한국발명진흥회 광주지부(광주지식재산센터)는 광주광역시 지역민들의 아이디어

를 발굴하여 지식재산화하고, 사업화로 연계하여, 우리지역 창업생태계 조성에

이바지하고자 「IP창업존 49기(25년 1기)」과정을 운영합니다.",2024년 2월 20일,한국발명진흥회 광주지부(광주지식재산센터),2024.02.20(화) 18:00 ~ 2024.03.15(금) 18:00 까지,,,,,,"광주광역시민, 광주지역 대학(원) 재학생 등 예비창업자 20명 내외",
